in_dma_act,1580544
in_dma_wgt,55296
out_dma_act,18816
mem_wgt,35
mem_in_act,980
mem_out_act,1372
mem_partial_product,1372
mem_wgt_accesses,829440
mem_in_act_accesses,3161088
mem_out_act_accesses,2201472
mem_partial_product_acceses,0
in_rf_act_accesses,1580544
out_rf_act_accesses,2182656
wgt_rf_accesses,1548288
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,4900
padd_ops,2163840
padd_cycles_max_per_batch,115
padd_util_cycles,4764
padd_cycles,93380
padd_units_available,700
total_padd_units,700
mac_util_cycles,14723
total_mac_units,4900
cycles_max_per_batch,25287
dma_cycles,1505466
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,1624
mac_cycles,20615868
timing_cycles,0
cycles_total,20709248
global_cycles,20709248
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,5,7,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
