in_dma_act,802816
in_dma_wgt,589824
out_dma_act,186624
mem_wgt,3150
mem_in_act,3920
mem_out_act,51030
mem_partial_product,51030
mem_wgt_accesses,8257536
mem_in_act_accesses,1949696
mem_out_act_accesses,4859136
mem_partial_product_acceses,0
in_rf_act_accesses,23298048
out_rf_act_accesses,4672512
wgt_rf_accesses,23592960
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,44100
padd_ops,9517824
padd_cycles_max_per_batch,51
padd_util_cycles,4825
padd_cycles,5304
padd_units_available,700
total_padd_units,700
mac_util_cycles,142040
total_mac_units,4900
cycles_max_per_batch,22671
dma_cycles,585310
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,208
mac_cycles,2368782
timing_cycles,0
cycles_total,2374086
global_cycles,2374086
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,5,70,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
