in_dma_act,802816
in_dma_wgt,589824
out_dma_act,186624
mem_wgt,1260
mem_in_act,1568
mem_out_act,51030
mem_partial_product,51030
mem_wgt_accesses,8257536
mem_in_act_accesses,1949696
mem_out_act_accesses,11688192
mem_partial_product_acceses,0
in_rf_act_accesses,23298048
out_rf_act_accesses,11501568
wgt_rf_accesses,23592960
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,44100
padd_ops,23701248
padd_cycles_max_per_batch,127
padd_util_cycles,29575
padd_cycles,32512
padd_units_available,700
total_padd_units,700
mac_util_cycles,283841
total_mac_units,4900
cycles_max_per_batch,55807
dma_cycles,1403520
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,512
mac_cycles,14192064
timing_cycles,0
cycles_total,14224576
global_cycles,14224576
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,2,70,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
