in_dma_act,2609152
in_dma_wgt,589824
out_dma_act,186624
mem_wgt,189
mem_in_act,784
mem_out_act,15309
mem_partial_product,15309
mem_wgt_accesses,8257536
mem_in_act_accesses,6336512
mem_out_act_accesses,23189760
mem_partial_product_acceses,0
in_rf_act_accesses,25878528
out_rf_act_accesses,23003136
wgt_rf_accesses,23592960
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,44100
padd_ops,47589120
padd_cycles_max_per_batch,255
padd_util_cycles,279771
padd_cycles,424320
padd_units_available,700
total_padd_units,700
mac_util_cycles,1646115
total_mac_units,4900
cycles_max_per_batch,99071
dma_cycles,6422944
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,3328
mac_cycles,164611584
timing_cycles,0
cycles_total,165035904
global_cycles,165035904
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,1,21,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
