in_dma_act,802816
in_dma_wgt,4096
out_dma_act,200704
mem_wgt,21
mem_in_act,3136
mem_out_act,65856
mem_partial_product,65856
mem_wgt_accesses,233472
mem_in_act_accesses,1605632
mem_out_act_accesses,13045760
mem_partial_product_acceses,0
in_rf_act_accesses,802816
out_rf_act_accesses,12845056
wgt_rf_accesses,458752
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,4900
padd_ops,12644352
padd_cycles_max_per_batch,63
padd_util_cycles,4320
padd_cycles,8064
padd_units_available,700
total_padd_units,700
mac_util_cycles,0
total_mac_units,4900
cycles_max_per_batch,203007
dma_cycles,409760
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,256
mac_cycles,26353600
timing_cycles,0
cycles_total,26361664
global_cycles,26361664
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,1,21,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
