in_dma_act,200704
in_dma_wgt,4096
out_dma_act,200704
mem_wgt,256
mem_in_act,12544
mem_out_act,200704
mem_partial_product,200704
mem_wgt_accesses,233472
mem_in_act_accesses,401408
mem_out_act_accesses,3411968
mem_partial_product_acceses,0
in_rf_act_accesses,200704
out_rf_act_accesses,3211264
wgt_rf_accesses,458752
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,4900
padd_ops,3010560
padd_cycles_max_per_batch,15
padd_util_cycles,109
padd_cycles,120
padd_units_available,700
total_padd_units,700
mac_util_cycles,4379
total_mac_units,4900
cycles_max_per_batch,51535
dma_cycles,27200
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,16
mac_cycles,437920
timing_cycles,0
cycles_total,438040
global_cycles,438040
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,4,70,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
