in_dma_act,200704
in_dma_wgt,4096
out_dma_act,200704
mem_wgt,320
mem_in_act,15680
mem_out_act,200704
mem_partial_product,200704
mem_wgt_accesses,233472
mem_in_act_accesses,401408
mem_out_act_accesses,2809856
mem_partial_product_acceses,0
in_rf_act_accesses,200704
out_rf_act_accesses,2609152
wgt_rf_accesses,458752
in_rf_act_size,700
out_rf_act_size,700
wgt_rf_size,4900
padd_ops,2408448
padd_cycles_max_per_batch,12
padd_util_cycles,71
padd_cycles,78
padd_units_available,700
total_padd_units,700
mac_util_cycles,2930
total_mac_units,4900
cycles_max_per_batch,41872
dma_cycles,22700
mac_units_available,4900
is_dma_cycle_selected,0
is_mac_cycle_selected,13
mac_cycles,293020
timing_cycles,0
cycles_total,293098
global_cycles,293098
-hx-wx-cx-mac_wx-mac_wx_type-mac_cx-hxx-wxx-cxx-fx-mac_wxx-mac_wxx_type-mac_cxx-mac_fx-dma_cycles-hxx2-wxx2-cxx2-fx2-mac_wxx2-mac_wxx2_type-mac_cxx2-mac_fx2,0,0,0,0,0,0,56,56,5,144,100,7,0,0,0.015625,0,0,0,0,0,0,0,0
