in_dma_act,151872,802752,788544,3041536,1577088,6083072,3041536,415872,2710400,831744,5420800,2710400,230400,3612672,655200,10273536,3612672,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,2568384,142688,3567200,3567200,50176,1856512,75264,3687936
in_dma_wgt,864,18432,28224,8192,56448,16384,8192,18432,32768,36864,65536,32768,9216,186368,26208,529984,186368,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,745472,745472,9216,1572864,13824,3145728
out_dma_act,1591328,760384,602176,1520768,1204352,1520768,1520768,307328,774400,614656,774400,774400,173056,570752,492128,570752,570752,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,142688,104832,200704,200704,25600,75264,38400,100352
mem_wgt,864,12096,378,2688,378,3528,2688,378,3528,378,3528,3528,378,3528,378,3528,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,378,3528,3528,378,3528,378,3528
mem_in_act,972,10368,13608,20736,13608,27216,20736,13608,27216,13608,27216,27216,13608,27216,13608,27216,27216,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,8232,16464,16464,2058,4116,2058,4116
mem_out_act,1591328,499002,10752,499002,10752,499002,499002,10752,127050,10752,127050,127050,10752,32928,10752,32928,32928,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,6048,8232,8232,1050,2058,1050,2058
mem_partial_product,0,0,0,0,0,499002,0,0,127050,0,127050,127050,0,32928,0,32928,32928,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,0,8232,8232,0,2058,0,2058
mem_wgt_accesses,864,18432,28224,8192,56448,16384,8192,18432,32768,36864,65536,32768,9216,186368,26208,529984,186368,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,529984,6552,745472,745472,9216,1572864,13824,3145728
mem_in_act_accesses,362052,2907264,2855808,6083072,5711616,12166144,4743680,1488384,5420800,2976768,10841600,4238080,829440,7225344,2358720,20547072,5677056,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,5136768,509600,7134400,5605600,157696,3713024,236544,7375872
mem_out_act_accesses,2266112,1374976,1204352,3041536,2408704,4562304,2288128,614656,2323200,1229312,3872000,1562880,346112,2853760,984256,5707520,1712256,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,1426880,209664,2007040,1103872,51200,1053696,76800,2007040
