in_dma_act,150528,401408,32,8,401408,200704,1204224,96,4,301056,75264,451584,144,6,451584,75264,451584,144,6,112896,31360,188160,240,10,188160,31360,188160,240,10,47040,94080,94080,480,20,94080,94080,94080,480,20,94080,94080,94080,480,20,188160,175616,131712,672,28,263424,175616,131712,672,28,263424,175616,131712,672,28,98784,131712,56448,1152,672,169344,131712,56448,1152,672,169344,131712,56448,1152,672,169344,131712,56448,1152,672,225792,250880
in_dma_wgt,864,288,256,256,512,1536,864,384,384,2304,3456,1296,864,864,3456,3456,3600,864,864,5760,9600,6000,2400,2400,9600,9600,2160,2400,2400,19200,38400,4320,9600,9600,38400,38400,4320,9600,9600,38400,38400,12000,9600,9600,53760,75264,16800,18816,18816,75264,75264,16800,18816,18816,75264,75264,16800,18816,18816,129024,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,10368,55296,55296,368640,409600
out_dma_act,1591328,387200,8,32,200704,1204224,586080,4,96,75264,451584,419904,6,144,75264,451584,202176,6,144,31360,188160,138240,10,240,31360,188160,84240,10,240,15680,94080,69120,20,480,15680,94080,69120,20,480,15680,94080,48000,20,480,21952,131712,67200,28,672,21952,131712,67200,28,672,21952,131712,40320,28,672,9408,56448,10368,48,1152,9408,56448,10368,48,1152,9408,56448,10368,48,1152,9408,56448,28800,48,1152,15680,62720
mem_wgt,864,288,256,256,512,1344,756,168,336,1008,2016,756,252,504,1008,2016,2100,252,504,1680,3360,2100,420,840,1680,3360,756,420,840,3360,3528,756,840,1680,3360,3528,756,840,1680,3360,3528,2100,840,1680,3528,3528,2100,1176,2352,3528,3528,2100,1176,2352,3528,3528,2100,1176,2352,3528,3528,2100,2016,3528,3528,3528,2100,2016,3528,3528,3528,2100,2016,3528,3528,3528,756,2016,3528,3528,3528
mem_in_act,37632,401408,32,8,401408,200704,1053696,42,4,131712,75264,263424,42,6,131712,75264,263424,42,6,32928,31360,65856,42,10,32928,31360,65856,42,10,8232,8232,16464,42,20,8232,8232,16464,42,20,8232,8232,16464,42,20,8232,8232,16464,42,28,8232,8232,16464,42,28,8232,8232,16464,42,28,2058,2058,4116,42,42,2058,2058,4116,42,42,2058,2058,4116,42,42,2058,2058,4116,42,42,2058,2058
mem_out_act,1591328,387200,8,32,200704,1053696,512820,4,84,75264,263424,244944,6,84,75264,263424,117936,6,84,31360,65856,48384,10,84,31360,65856,29484,10,84,15680,16464,12096,20,84,15680,16464,12096,20,84,15680,16464,8400,20,84,16464,16464,8400,28,84,16464,16464,8400,28,84,16464,16464,5040,28,84,4116,4116,756,48,84,4116,4116,756,48,84,4116,4116,756,48,84,4116,4116,2100,48,84,4116,4116
mem_partial_product,0,0,0,0,0,0,0,4,0,75264,0,0,6,0,75264,0,0,6,0,31360,0,0,10,0,31360,0,0,10,0,15680,16464,0,20,0,15680,16464,0,20,0,15680,16464,0,20,0,16464,16464,0,28,0,16464,16464,0,28,0,16464,16464,0,28,0,4116,4116,0,48,84,4116,4116,0,48,84,4116,4116,0,48,84,4116,4116,0,48,84,4116,4116
mem_wgt_accesses,864,288,256,256,512,1536,864,384,384,2304,3456,1296,864,864,3456,3456,3600,864,864,5760,9600,6000,2400,2400,9600,9600,2160,2400,2400,19200,38400,4320,9600,9600,38400,38400,4320,9600,9600,38400,38400,12000,9600,9600,53760,75264,16800,18816,18816,75264,75264,16800,18816,18816,75264,75264,16800,18816,18816,129024,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,28800,55296,55296,221184,221184,10368,55296,55296,368640,409600
mem_in_act_accesses,373632,1584128,64,16,802816,602112,2989056,192,12,602112,225792,1757952,288,18,903168,225792,1507968,288,18,225792,125440,994560,480,40,376320,125440,456960,480,40,94080,188160,336000,960,140,188160,188160,336000,960,140,188160,188160,430080,960,140,376320,351232,602112,1344,252,526848,351232,602112,1344,252,526848,351232,376320,1344,252,197568,263424,177408,2304,1344,338688,263424,177408,2304,1344,338688,263424,177408,2304,1344,338688,263424,177408,2304,1344,451584,501760
mem_out_act_accesses,2372768,774400,16,64,401408,2408448,1172160,16,192,301056,903168,839808,30,288,376320,903168,404352,30,288,156800,376320,276480,70,480,219520,376320,168480,70,480,109760,282240,138240,260,960,203840,282240,138240,260,960,203840,282240,96000,260,960,285376,526848,134400,476,1344,373184,526848,134400,476,1344,373184,526848,80640,476,1344,159936,338688,20736,1392,3456,272832,338688,20736,1392,3456,272832,338688,20736,1392,3456,272832,338688,57600,1392,3456,454720,564480
